,lang,family,dialects,iso6393,glottocode,speakers,regions,off_lang,rec_min_lang,Wikipedia_Url
5211,Toromono,"['Tacanan', '\nAraona–Tacanan', 'Cavinena–Tacana', 'Tacana Proper', 'Toromono']",Data not available,tno,toro1255,200 (2004)[1],Data not available, Bolivia,Data not available,https://en.wikipedia.org/wiki/Toromono_language
5212,Whitesands,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'South Vanuatu', 'Tanna', 'Whitesands']",Data not available,tnp,whit1269,"7,500 (2001)[1]","Tanna Island, east coast",Data not available,Data not available,https://en.wikipedia.org/wiki/Whitesands_language
5213,Taíno,"['Arawakan', '\nNorthern', 'Ta-Arawakan', 'Taíno']","['Classic Taíno', 'Ciboney']",tnq,tain1254,Data not available,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Ta%C3%ADno_language
5214,Bedik,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Senegambian', 'Tenda', 'Basari–Bedik', 'Bedik']",Data not available,tnr,bedi1235,"2,500 (2015)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bedik_language
5215,Tenis,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'St. Matthias', 'Tenis']",Data not available,tns,teni1244,30 (2000)[1],Tench Island (New Ireland Province),Data not available,Data not available,https://en.wikipedia.org/wiki/Tenis_language
5216,Tontemboan,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Minahasan', 'North', 'Tontemboan']",Data not available,tnt,tont1239,"(150,000 cited 1990)[1]",North Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Tontemboan_language
5217,Tay Khang,"['Kra–Dai', 'Tai', 'Southwestern', '?', 'Tay Khang']",Data not available,tnutitle – Tay Khang,tayk1238,"1,500 (2003)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Tay_Khang_language
5218,Tanchangya,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Eastern', 'Bengali–Assamese', 'Tanchangya']",Data not available,tnv,tang1330,"46,000 (2022)[1]",Chittagong Hill Tracts (Bangladesh)Mizoram and Tripura (India)Rakhine State (Myanmar),Data not available,Data not available,https://en.wikipedia.org/wiki/Tanchangya_language
5219,Tonsawang,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Minahasan', 'Tonsawang']",Data not available,tnw,tons1239,"(20,000 cited 1981)[1]",Northern Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Tonsawang_language
5220,Tanema,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Temotu', 'Vanikoro', 'Tanema']",Data not available,tnx,tane1237,1 (2012)[1],Vanikoro,Data not available,Data not available,https://en.wikipedia.org/wiki/Tanema_language
5221,Tongwe,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', ' (', 'Zone F.10', ')', 'Tongwe']","['Tongwe', 'Bende']",Either:titletnytitle – Tongwetitlebdptitle – Bende,tong1320title  Tongwetitlebend1258title  Bende,"(40,000 cited 1999–2001)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Tongwe_language
5222,Maniq,"['Austroasiatic', 'Aslian', 'Jahaic', 'Maniq']",Data not available,tnz,tong1308,365 (2007-2014)[1],Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Ten%27edn
5223,Toba,"['Guaicuruan', '\nSouthern', 'Toba']",Data not available,tob,toba1269,"31,580 (2011)[1]",Data not available,Data not available," Argentina
Chaco Province
",https://en.wikipedia.org/wiki/Toba_Qom_language
5224,Gizrra,"['Trans-Fly', 'Eastern Trans-Fly', 'Gizrra']",Data not available,tof,gizr1240,"1,100 (2002)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Gizrra_language
5225,Tonga,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Nyasa languages', 'Tonga']",Data not available,tog,tong1321,"170,000 (2001)[1]",Data not available,Data not available, Malawi,https://en.wikipedia.org/wiki/Tonga_language_(Malawi)
5226,Tonga,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Southern Bantu', 'Tonga']",Data not available,toh,gito1238,"330,000 (2017)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Tonga_language_(Mozambique)
5227,Tonga,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Botatwe', 'Tonga']","['Plateau Tonga', 'Valley Tonga (We)', 'Leya', 'Mala', 'Ndawe', 'Dombe']",toititle – inclusive codetitleIndividual code:titledovtitle – Dombe,tong1318title  Tongatitledomb1246title  Toka-Leya-Dombe,1.5 million (2001–2010 census)[1],Data not available, Zimbabwe, Zambia,https://en.wikipedia.org/wiki/Tonga_language_(Zambia_and_Zimbabwe)
5228,Tojol-ab'al,"['Mayan', 'Qʼanjobalan–Chujean', 'Chujean', ""Tojol-ab'al""]",Data not available,toj,tojo1241,"67,000 (2020 census)[1]",Southeast Chiapas, Mexico,Data not available,https://en.wikipedia.org/wiki/Tojolab%CA%BCal_language
5229,Tolowa,"['Dené–Yeniseian', '?\n', 'Na-Dené', 'Athabaskan', 'Pacific Coast Athabaskan', 'Tolowa']",Data not available,Either:titletoltitle – Tolowatitlectctitle – Chetco,tolo1259,Data not available,southwest Oregon,Data not available,Data not available,https://en.wikipedia.org/wiki/Tolowa_language
5230,Tombulu,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Minahasan', 'North', 'Northeast', 'Tombulu']",Data not available,tom,tomb1243,"(60,000 cited 1981)[1]",northern Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Tombulu_language
5231,Tongan,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Tongic', 'Tongan']",Data not available,ton,tong1325,"(187,000
96,000 in Tonga cited 1998)[1]73,000 elsewhere (no date), primarily in NZ, U.S., and Australia[2]
",Data not available, Tonga,Data not available,https://en.wikipedia.org/wiki/Tongan_language
5232,Apapantilla Totonac,"['Totozoquean', '\xa0?\n', 'Totonacan', 'Totonac', 'Central', 'Northern', 'Apapantilla Totonac']",['Zihuateutla Totonac'],too,xico1235,"3,000 (2000)[1]","Puebla, Veracruz",Data not available,Data not available,https://en.wikipedia.org/wiki/Xicotepec_Totonac
5233,Papantla Totonac,"['Totonacan', 'Totonac', 'Central', 'Lowland–Sierra', 'Papantla Totonac']",Data not available,top,papa1238,"(80,000 cited 1982)[1]",Veracruz,Data not available,Data not available,https://en.wikipedia.org/wiki/Papantla_Totonac
5234,Toposa,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', '?', 'Kir–Abbaian', '?', 'Nilotic', 'Eastern Nilotic', 'Ateker', '–', 'Lotuko', '–', 'Maa', 'Ateker', 'Turkanic', 'Toposa']",Data not available,toq,topo1242,"320,000 (2017)[1]",Eastern Africa,Data not available,Data not available,https://en.wikipedia.org/wiki/Toposa_language
5235,Sierra Totonac,"['Totozoquean', '\xa0?\n', 'Totonacan', 'Totonac', 'Central', 'Lowland–Sierra', 'Sierra Totonac']",Data not available,Either:titletoctitle – Coyutla Totonactitletostitle – (other varieties),lowl1244,"(120,000 cited 1982)[1]plus 48,000 Coyutla (2000)",Puebla and Veracruz,Data not available,Data not available,https://en.wikipedia.org/wiki/Sierra_Totonac_language
5236,Jemez,"['Tanoan', 'Jemez']",Data not available,tow,jeme1245,"3,000 (2007)[1]",New Mexico,Data not available,Data not available,https://en.wikipedia.org/wiki/Jemez_language
5237,Tobian,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Micronesian', 'Micronesian Proper', 'Nuclear Micronesian', 'Chuukic–Pohnpeic', 'Chuukic', 'Tobian']",Data not available,tox,tobi1238,150 (2017)[1],"Hatohobei, Koror, Sonsorol", Palau,Data not available,https://en.wikipedia.org/wiki/Tobian_language
5238,Topoiyo,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Kaili–Pamona', 'Northern', 'Topoiyo']",Data not available,toy,topo1243,450 (2011)[1],Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Topoiyo_language
5239,To,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Mbum–Day', 'Mbum', '(unclassified)', 'To']",Data not available,toz,tooo1238,None[1](2nd-language use only),Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/To_language
5240,Taupota,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Nuclear Papuan Tip', ""North Mainland – D'Entrecasteaux"", 'Taupota languages', 'Taupota']",Data not available,Variously:titletpatitle – Taupotatitlewagtitle – Wa'ematitlewedtitle – Wedau,taup1242title  Taupotatitlewaem1237title  Wa'ematitleweda1241title  Wedau,"4,500 (2000–2001)[1]",Milne Bay Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Taupota_language
5241,Tarpia,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', 'Sarmi – Jayapura Bay', 'Sarmi', 'Tarpia']",Data not available,tpf,tarp1240,630 (2006)[1],Papua,Data not available,Data not available,https://en.wikipedia.org/wiki/Tarpia_language
5242,Kula,"['Trans–New Guinea', '\xa0?\n', 'West Bomberai', '\xa0?', 'Timor–Alor–Pantar', 'Alor–Pantar', 'Alor', 'East', 'Tanglapui', 'Kula']",Data not available,tpg,kula1280,"(5,000 cited 1997)[1]",Alor Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Kula_language
5243,Tok Pisin,"['English Creole', '\nPacific', 'Melanesian Pidgin', 'Tok Pisin']",Data not available,tpi,tokp1240,"130,000 (2004–2016)[2]L2 speakers: 4,000,000[2]",Data not available, Papua New Guinea,Data not available,https://en.wikipedia.org/wiki/Tok_Pisin
5244,Tupi,"['Tupian', 'Tupi–Guarani', 'Tupi']",Data not available,Variously:titletpntitle – Tupinambátitletpktitle – Tupiniquimtitletpwtitle – Old Tupi (this code has been merged into titletpntitle since 2022),subg1261title  Tupi + Omagua-Cocama,Data not available,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Tupiniquim_language
5245,Tampusi,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gur', 'Southern', 'Gurunsi', 'Western', 'Tampusi']",Data not available,tpm,tamp1252,"16,000 (2003)[1]",Ghana,Data not available,Data not available,https://en.wikipedia.org/wiki/Tamprusi_language
5246,Pisaflores Tepehua,"['Totonacan', 'Tepehua', 'Pisaflores Tepehua']",Data not available,tpp,pisa1237,"2,500 (2000)[1]",Veracruz,Data not available,Data not available,https://en.wikipedia.org/wiki/Pisaflores_Tepehua
5247,Tukpa,"['Sino-Tibetan', 'Tibeto-Burman', 'Tibeto-Kanauri', ' (?)', 'Bodish', 'Tibetic', 'Lahuli–Spiti', 'Tukpa']",Data not available,tpq,tukp1239,610 (2000)[1],Himachal Pradesh,Data not available,Data not available,https://en.wikipedia.org/wiki/Tukpa_language
5248,Tuparí,"['Tupian', 'Tuparí languages', 'Tuparí']",Data not available,tpr,tupa1250,340 (2006)[1]more suspected upriver,"Rio Branco, Rondônia",Data not available,Data not available,https://en.wikipedia.org/wiki/Tupari_language
5249,Tlachichilco Tepehua,"['Totonacan', 'Tepehua', 'Tlachichilco Tepehua']",Data not available,tpt,tlac1235,"(3,000 cited 1990)[1]",Veracruz,Data not available,Data not available,https://en.wikipedia.org/wiki/Tlachichilco_Tepehua
5250,Tampuan,"['Austroasiatic', 'Bahnaric', 'Central', 'Tampuan']",Data not available,tpu,tamp1251,"31,000 (2008 census)[1]to 57,000 (2013 survey)[2]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Tampuan_language
5251,Tanapag,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Micronesian', 'Nuclear Micronesian', 'Chuukic', 'Tanapag']",Data not available,tpv,tana1281,10 (2011)[1],Saipan,Data not available,Data not available,https://en.wikipedia.org/wiki/Tanapag_language
5252,Trumaí,['Language isolate'],Data not available,tpy,trum1247,51 of varying fluency (2006)[1],upper Xingu River region of the Xingu Indigenous Park,Data not available,Data not available,https://en.wikipedia.org/wiki/Trumai_language
5253,Tinputz,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', 'Northwest Solomonic', 'Nehan–Bougainville', 'Saposa–Tinputz', 'Tinputz']",Data not available,tpz,tinp1237,"(3,900 cited 1991)[1]",Bougainville,Data not available,Data not available,https://en.wikipedia.org/wiki/Tinputz_language
5254,Lehali,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'North Vanuatu', 'Torres-Banks', 'Lehali']",Data not available,tql,leha1243,200 (2010)[1],Ureparapara,Data not available,Data not available,https://en.wikipedia.org/wiki/Lehali_language
5255,Turumsa,"['Papuan Gulf', '\xa0?\n', '\nStrickland', 'Doso–Turumsa', 'Turumsa']",Data not available,tqm,turu1250,5 (2002)[1]Possibly extinct (2011)[1],Papua New Guinea,Data not available,Data not available,https://en.wikipedia.org/wiki/Turumsa_language
5256,Toaripi,"['Trans–New Guinea', 'Eleman', 'nuclear Eleman', 'Eastern', 'Toaripi']","['Kaipi (Melaripi)', 'Toaripi (Moripi-Iokea, Moveave)', 'Sepoe']",tqo,toar1246,"(23,000 cited 1977)[1]",Gulf Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Toaripi_language
5257,Tomoip,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Meso-Melanesian', 'Core Meso-Melanesian', 'Tomoip']",Data not available,tqp,tomo1244,(700 cited 1982)[1],New Britain,Data not available,Data not available,https://en.wikipedia.org/wiki/Tomoip_language
5258,Tunni,"['Afro-Asiatic', 'Cushitic', 'Lowland East', 'Somali', 'Digil', 'Tunni']",Data not available,tqq,tunn1238,"44,000 (2024)[1]","Lower Shabelle, Middle Juba",Data not available,Data not available,https://en.wikipedia.org/wiki/Tunni_language
5259,Torona,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Talodi–Heiban', 'Talodi', 'Tocho languages', 'Torona']",Data not available,tqr,toro1251,Data not available,South Kordofan,Data not available,Data not available,https://en.wikipedia.org/wiki/Torona_language
5260,Cerro Xinolatépetl Totonac,"['Totozoquean', '\xa0?\n', 'Totonacan', 'Totonac', 'Central', 'Northern', 'Cerro Xinolatépetl Totonac']",Data not available,tqt,west1511,"1,600 (2000 census)[1]",Puebla,Data not available,Data not available,https://en.wikipedia.org/wiki/Ozomatl%C3%A1n_Totonac
5261,Touo,"['Central Solomons', 'Touo']",Data not available,tqu,touo1238,"(1,900 cited 1999 census)[1]","southern Rendova Island, Western Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Touo_language
5262,Tonkawa,['Language isolate'],Data not available,tqw,tonk1249,Data not available,"Western Oklahoma, South-central Texas and into New Mexico",Data not available,Data not available,https://en.wikipedia.org/wiki/Tonkawa_language
5263,Tirahi,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Dardic', 'Kohistani', 'Tirahi']",Data not available,tra,tira1253,(undated figure of 100)[1],Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Tirahi_language
5264,Terebu,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Schouten', 'Kairiru–Manam', 'Kairiru', 'Terebu']",Data not available,trb,tere1276,(130 cited 1990)[1],Northern New Guinea,Data not available,Data not available,https://en.wikipedia.org/wiki/Terebu_language
5265,Copala,"['Oto-Manguean', 'Mixtecan', 'Trique', 'Copala']",Data not available,trc,copa1237,"30,000 (2007)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Copala_Triqui
5266,Turi,"['Austroasiatic', 'Munda', 'North', 'Kherwarian', 'Mundaric', 'Turi']",Data not available,trd,turi1246,"2,000 (2007)[1]",Jharkhand,Data not available,Data not available,https://en.wikipedia.org/wiki/Turi_language
5267,Trinidadian English Creole,"['English Creole', '\nAtlantic', 'Eastern', 'Southern', 'Trinidadian English Creole']",Data not available,trf,trin1276,"1,000,000 (2011)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Trinidadian_Creole
5268,Lishán Didán,"['Afro-Asiatic', 'Semitic', 'Central Semitic', 'Northwest Semitic', 'Aramaic', 'Eastern Aramaic', 'Northeastern', 'Lishán Didán']",Data not available,trg,lish1246,"4,500 (2001)[1]","Jerusalem, Tel Aviv, New York, Los Angeles; originally from Iranian Azerbaijan",Data not available,Data not available,https://en.wikipedia.org/wiki/Jewish_Neo-Aramaic_dialect_of_Urmia
5269,Turaka,"['Trans–New Guinea', 'Dagan', 'Turaka']",Data not available,trh,tura1265,25 (2000)[1],Milne Bay Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Turaka_language
5270,Tiriyó,"['Cariban', '\nGuianan Carib', 'Taranoan', 'Tiriyo languages', 'Tiriyó']",Data not available,tri,trio1238,"2,100 (2003–2006)[1]","Pará (Baixo Amazonas mesoregion), Sipaliwini District",Data not available,Data not available,https://en.wikipedia.org/wiki/Tiriy%C3%B3_language
5271,Toram,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic B', 'Mubi', ' (B.1.2)', 'Toram']",Data not available,trj,tora1267,"8,500 (2000)[1]",central,Data not available,Data not available,https://en.wikipedia.org/wiki/Toram_language
5272,Scottish Cant,"['Indo-European', '\nMixed language', 'Scottish Cant']",Data not available,trl,trav1235,460 in Scotland (2011)[1],Scotland,Data not available,Data not available,https://en.wikipedia.org/wiki/Scottish_Cant
5273,Tregami,"['Indo-European', 'Indo-Iranian', 'Nuristani', 'Southern', 'Tregami']",Data not available,trm,treg1243,"3,500 (2011)[1]","Nuristan Province, Kunar Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Tregami_language
5274,Tarao,"['Sino-Tibetan', 'Tibeto-Burman', 'Kuki-Chin', 'Southern Naga', '[2]', 'Tarao']",Data not available,tro,tara1313,870 (2000)[1],Manipur,Data not available,Data not available,https://en.wikipedia.org/wiki/Tarao_language
5275,"Kokborok, Tiprakok","['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', ' (?)', 'Sal', 'Boro–Garo', 'Kokborok, Tiprakok']",Data not available,Variously:titletrptitle – Kokboroktitleriatitle – Riangtitletpetitle – Tipperatitleusititle – Usuititlextrtitle – Early Tripuri,tipp1238,"960,000 (2011)[1][2]","
Tripura
Assam
Mizoram
Myanmar
Chittagong hill tracts
Cumilla
Chadpur
Sylhet
Rajbari
Feni District
Noakhali District
","India
Tripura
",Data not available,https://en.wikipedia.org/wiki/Kokborok
