lang,goglottocodettolog,url_x,Unnamed: 0,glottocode,url_y,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang
Par%C3%A1_Ar%C3%A1ra_language,piuu1237,https://en.wikipedia.org/wiki/Piu_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', '\xa0?', 'Ngero–Vitiaz', '\xa0?', 'Huon Gulf', 'South Huon Gulf', 'Hote–Buang', 'Buang', 'Piu']",,pix,100 (2000)[1],Morobe Province,,
Par%C3%A1_Ar%C3%A1ra_language,piya1245,https://en.wikipedia.org/wiki/Piya_language,,,,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bole–Angas', 'Bole–Tangale (A.2)', 'Tangale', ' (South)', 'Piya-Kwonci']","['Piya', 'Kwonci']",piy,"(5,000 cited 1992)[1]",Bauchi State,,
Par%C3%A1_Ar%C3%A1ra_language,pije1237,https://en.wikipedia.org/wiki/Pije_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'New Caledonian', 'Northern New Caledonian', 'North Northern', 'Nemi', 'Pije']",,piz,180 (2009 census)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,pitj1243,https://en.wikipedia.org/wiki/Pitjantjatjara_dialect,,,,"['Pama–Nyungan', 'Wati', 'Western Desert', 'Pitjantjatjara']",,pjt,"3,458 (2021 census)[1]","Northwest South Australia, Pitjantjatjara freehold lands, Yalata; southwest corner, Northern Territory; also in Western Australia",,
Par%C3%A1_Ar%C3%A1ra_language,poko1261,https://en.wikipedia.org/wiki/Pokomo_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Northeast Coast Bantu', 'Sabaki', 'Pokomo']","['Gwano', 'Kinakomba', 'Malalulu', 'Ndera', 'Ndura', 'Zubaki']",pkb,"95,000 (2009 census)[1]",Tana River District,,
Par%C3%A1_Ar%C3%A1ra_language,pakt1239,https://en.wikipedia.org/wiki/Pak-Tong_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Admiralty Islands', 'Eastern Admiralty Islands', 'Pak-Tong']",,pkg,(970 cited 1977)[1],Manus Province,,
Par%C3%A1_Ar%C3%A1ra_language,pank1249,https://en.wikipedia.org/wiki/Pangkhu_language,,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', ' (?)', 'Kuki-Chin-Naga', 'Kuki-Chin', 'Central', 'Pangkhua']",,pkh,"3,200 in Bangladesh (2012)[1]unknown number in India[1]","Bilaichari, Jorachari, Barkal, & Baghaichari districts, and parts of Rangamati district.Chamdur valley and Adjacent hills in Lawngtlai district, Tlabung and West Phaileng subdivision.",,
Par%C3%A1_Ar%C3%A1ra_language,paka1251,https://en.wikipedia.org/wiki/Pakanha_language,,,,"['Pama–Nyungan', 'Paman', 'North Cape York', 'Wik', 'Pakanha']",['Western Ayapathu'],pkn,,"Cape York Peninsula, Queensland",,
Par%C3%A1_Ar%C3%A1ra_language,poko1263,https://en.wikipedia.org/wiki/P%C3%B6koot_language,,,,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', 'Nilotic', 'Southern Nilotic', 'Kalenjin', 'Pökoot']",,pko,"700,000 (2002–2009)[1]",West Pokot and Baringo districts in Kenya. Karimojong borderland in Uganda.,,
Par%C3%A1_Ar%C3%A1ra_language,puka1242,https://en.wikipedia.org/wiki/Pukapukan_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Nuclear Polynesian', 'Pukapukan']",,pkp,"450 in Cook Islands (2011 census)[1]2,000 elsewhere (no date)[1]","Pukapuka and Nassau islands, northern Cook Islands; some in Rarotonga; also New Zealand and Australia",,
Par%C3%A1_Ar%C3%A1ra_language,atta1243,https://en.wikipedia.org/wiki/Attapady_Kurumba_language,,,,"['Dravidian', '\nSouthern', 'Tamil-Kannada', 'Tamil-Irula', 'Irula-Muduga', 'Attapady Kurumba']",,pkr,"(1,400 cited 1991 census)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,male1282title  Malengtitlebola1249title  Bo-Maleng,https://en.wikipedia.org/wiki/Maleng_language,,,,"['Austroasiatic', 'Vietic', 'Maleng']","['Atel', 'Thémarou', 'Arao', 'Makang', 'Malang', 'Maleng', 'Tơe']",Either:titlepkttitle – Pakatantitlebgltitle – Bo,"3,700 (2000–2007)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,paku1239,https://en.wikipedia.org/wiki/Paku_language_(Indonesia),,,,"['Austronesian', 'Malayo-Polynesian', 'East Barito', 'South', 'Paku']",,pku,15–50 (2018/2020)[1],Kalimantan,,
Par%C3%A1_Ar%C3%A1ra_language,polo1242,https://en.wikipedia.org/wiki/Polonombauk_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'North Vanuatu', 'Espiritu Santo', 'Polonombauk']",,plb,120 (2007)[1],Santo Island,,
Par%C3%A1_Ar%C3%A1ra_language,pola1249,https://en.wikipedia.org/wiki/Polari,,,,"['English-based ', 'slang', ' and other ', 'Indo-European', ' influences']",,pld,None[1],United Kingdom,,
Par%C3%A1_Ar%C3%A1ra_language,palu1252,https://en.wikipedia.org/wiki/Palu%27e_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern MP', 'Sumba–Flores', 'Ende–Manggarai', 'Central Flores', ""Palu'e""]",,ple,"(10,000 cited 1997)[1]",Palu'e,,
Par%C3%A1_Ar%C3%A1ra_language,pila1245,https://en.wikipedia.org/wiki/Pilag%C3%A1_language,,,,"['Guaicuruan', '\nSouthern', 'Pilagá']",,plg,"4,000 (2004)[1]",Formosa Province,,
Par%C3%A1_Ar%C3%A1ra_language,paul1238,https://en.wikipedia.org/wiki/Paulohi_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern', 'Central Maluku', '\xa0?', 'East Central Maluku', 'Seram', '\xa0?', 'Nunusaku', 'Piru Bay', 'East', 'Solehua', 'Paulohi']",,plh,very few (2007)[1](50 cited 1982),"Seram Island, Maluku",,
Par%C3%A1_Ar%C3%A1ra_language,pali1273,https://en.wikipedia.org/wiki/Pali,,,,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Pali']",,pli,,,,
Par%C3%A1_Ar%C3%A1ra_language,pale1260,https://en.wikipedia.org/wiki/Palenquero,,,,"['Spanish Creole', 'Palenquero']",,pln,"2,788 (2005)[2]",San Basilio de Palenque,"The Colombian constitution recognizes minority languages as ""official in their territories.""[3]",
Par%C3%A1_Ar%C3%A1ra_language,olut1240,https://en.wikipedia.org/wiki/Oluta_Popoluca,,,,"['Mixe–Zoque', 'Mixean', 'Oluta Popoluca']",,plo,1 (2018)[1],Veracruz,,
Par%C3%A1_Ar%C3%A1ra_language,pala1331,https://en.wikipedia.org/wiki/Palaic_language,,,,"['Indo-European', 'Anatolian', 'Luwo', '-', 'Lydian', '?', 'Luwo', '-Palaic?', 'Palaic']",,plq,,Anatolia,,
Par%C3%A1_Ar%C3%A1ra_language,pala1342,https://en.wikipedia.org/wiki/Palaka_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Senufo', 'Central', 'Palaka']",,plr,"(8,000 cited 1995)[1]",Savanes District,,
Par%C3%A1_Ar%C3%A1ra_language,pali1279,https://en.wikipedia.org/wiki/Palik%C3%BAr_language,,,,"['Arawakan', '\nNorthern', 'Palikuran', 'Palikúr']",,plu,"1,500 (2000–2010)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,boly1239,https://en.wikipedia.org/wiki/Bolyu_language,,,,"['Austroasiatic', 'Pakanic', 'Bolyu']",,ply,500 (2007)[1],"Longlin County, Guangxi",,
Par%C3%A1_Ar%C3%A1ra_language,palu1253,https://en.wikipedia.org/wiki/Paluan_language,,,,"['Austronesian', 'Malayo-Polynesian', 'North Bornean', 'Southwest Sabahan', 'Murutic', 'Northern', 'Paluan']",,plz,"5,500 (2000)[1]",Borneo,,
Par%C3%A1_Ar%C3%A1ra_language,paam1238,https://en.wikipedia.org/wiki/Paamese_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Paamese']",,pma,"(6,000 cited 1996)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pamb1243,https://en.wikipedia.org/wiki/Pambia_language,,,,"['Niger–Congo', '?\n', 'Zande', 'Barambo–Pambia', 'Pambia']",,pmb,"(21,000 cited 1982)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pall1243,https://en.wikipedia.org/wiki/Pallanganmiddang_language,,,,"['Pama–Nyungan', 'Gippsland', 'Pallanganmiddang']",,pmd,,,,
Par%C3%A1_Ar%C3%A1ra_language,pwaa1237,https://en.wikipedia.org/wiki/Pwaamei_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'New Caledonian', 'Northern New Caledonian', 'North Northern', '?', 'Pwaamei']",,pme,290 (2009 census)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,pamo1252,https://en.wikipedia.org/wiki/Pamona_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Kaili–Pamona', 'Northern', 'Pamona']",,pmf,"140,000 (2000)[1]",Sulawesi,,
Par%C3%A1_Ar%C3%A1ra_language,maha1305,https://en.wikipedia.org/wiki/Maharashtri_Prakrit,,,,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Maharashtri']",,pmh,,"Maharashtra, India.",,
Par%C3%A1_Ar%C3%A1ra_language,ling1242,https://en.wikipedia.org/wiki/Mediterranean_Lingua_Franca,,,,"['primarily Romance-based ', 'pidgin', 'Mediterranean Lingua Franca']",,pml,,"Mediterranean Basin (esp. Morocco, Algeria, Tunisia, Libya, Lebanon, Greece, Cyprus)",none,
Par%C3%A1_Ar%C3%A1ra_language,pomo1271title  Poltitlepomo1276title  Pomo-Kweso,https://en.wikipedia.org/wiki/Pol_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone A', ')', 'Makaa–Njem', ' + Kako (A.80–90)', 'Kako', 'Pol']","['Pol', 'Pomo', 'Kweso']",pmm,"44,000 Pol and Pomo (2000)[1](it may be that Kweso is counted under Kako)",,,
Par%C3%A1_Ar%C3%A1ra_language,pamm1242,https://en.wikipedia.org/wiki/Pam_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Mbum–Day', 'Mbum', '(unclassified)', 'Pam']",,pmn,30 (2003)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,pomm1237,https://en.wikipedia.org/wiki/Pom_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern Malayo-Polynesian', 'Eastern Malayo-Polynesian', 'South Halmahera–West New Guinea', 'Cenderawasih Bay', 'Yapen', 'Central–Western', 'Pom']",,pmo,"(2,000 cited 1987)[1]","Miosnum Island,Cenderawasih Bay",,
Par%C3%A1_Ar%C3%A1ra_language,payn1244,https://en.wikipedia.org/wiki/Manat_language,,,,"['Trans–New Guinea', 'Madang', 'Southern Adelbert', 'Sogeram', 'Central', 'Manat']",,pmr,(150 cited 1975)[1],Madang Province,,
Par%C3%A1_Ar%C3%A1ra_language,piem1238,https://en.wikipedia.org/wiki/Piedmontese_language,,,,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Iberian', 'Gallo-Romance', 'Gallo-Italic', 'Lombard', '–Piedmontese?', '[2]', 'Piedmontese']","['Judaeo-Piedmontese', ' ', '†']",pms,"2,000,000 (2012)[1]",Northwest Italy:PiedmontLiguriaLombardyAosta Valley,, Italy Piedmont
Par%C3%A1_Ar%C3%A1ra_language,tuam1242,https://en.wikipedia.org/wiki/Tuamotuan_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Eastern Polynesian', 'Tahitic', 'Pa‘umotu']",,pmt,"4,000 in Tuamotu (2007 census)[2]many additional speakers in Tahiti[2]","Tuamotus, Tahiti",,
Par%C3%A1_Ar%C3%A1ra_language,plai1259,https://en.wikipedia.org/wiki/Plains_Miwok_language,,,,"['Yok-Utian', 'Utian', 'Miwokan', 'Eastern', 'Plains Miwok']",,pmw,,,,
Par%C3%A1_Ar%C3%A1ra_language,poum1235,https://en.wikipedia.org/wiki/Poula_language,,,,"['Sino-Tibetan', 'Angami-Pochuri', 'Angami', 'Poula']",,pmx,"140,000 (2011)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,papu1250,https://en.wikipedia.org/wiki/Papuan_Malay,,,,"['Malay Creole', 'East Indonesian Malay', 'Papuan Malay']",,pmy,"unknown; 500,000 combined L1 and L2 speakers (2007)[1]",Western New Guinea,,
Par%C3%A1_Ar%C3%A1ra_language,puna1275,https://en.wikipedia.org/wiki/Bah-Biau_Punan_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Greater North Borneo', 'Central Sarawak', 'Punan–Müller-Schwaner', 'Punan', 'Punan']",,pna,"6,000 (2020)[1]",Borneo,,
Par%C3%A1_Ar%C3%A1ra_language,pann1239,https://en.wikipedia.org/wiki/Pannei_language,,,,"['Austronesian', 'Malayo-Polynesian', 'South Sulawesi', 'Northern', 'Pitu Ulunna Salu', 'Pannei']",,pnc,"(9,000 cited 1983)[1]",South Sulawesi,,
Par%C3%A1_Ar%C3%A1ra_language,mpin1234,https://en.wikipedia.org/wiki/Mpinda_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone H', ')', 'Kimbundu', ' (H.20)', 'Mpinda']",,pnd,"18,000 (2018)[1]",Porto Amboim,,
Par%C3%A1_Ar%C3%A1ra_language,pong1250,https://en.wikipedia.org/wiki/Pongu_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'Shiroro', 'Gurmana–Rin', 'Pongu']","['Rin', 'Wəgə']",png,"30,000 (2003)[1]",Niger State,,
Par%C3%A1_Ar%C3%A1ra_language,penr1237,https://en.wikipedia.org/wiki/Penrhyn_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Eastern Polynesian', 'Tahitic', 'Penrhyn']",,pnh,200 (2011 census)[1],"Penrhyn Island, Northern Cook Islands",,
Par%C3%A1_Ar%C3%A1ra_language,aohe1237,https://en.wikipedia.org/wiki/Aoheng_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Kayan–Murik', ""Muller-Schwaner 'Punan'"", 'Aoheng']",['Seputan'],pni,"(2,600 cited 1981)[1]",East Kalimantan,,
Par%C3%A1_Ar%C3%A1ra_language,paun1241,https://en.wikipedia.org/wiki/Pauna_language,,,,"['Arawakan', '\nSouthern', 'Bolivia–Parana', 'Moxos', 'Pauna']",['Paiconeca'],pnk,"10 speakers and semi-speakers, all older than 50 (2011)[1]",Santa Cruz Department (Bolivia): Chiquitanía,,
Par%C3%A1_Ar%C3%A1ra_language,pale1262,https://en.wikipedia.org/wiki/Paleni_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', '?', 'Gur', '?', 'Wara–Natyoro', 'Paleni']",,pnl,260 (2012)[1],Burkina Faso,,
Par%C3%A1_Ar%C3%A1ra_language,puna1278,https://en.wikipedia.org/wiki/Punan_Batu_language,,,,"['Austronesian', 'Malayo-Polynesian', 'North Bornean', 'Melanau–Kajang', 'Outer Central Sarawak', 'Punan Batu']",,pnm,30 (2000)[1],Sarawak,,
Par%C3%A1_Ar%C3%A1ra_language,pina1252,https://en.wikipedia.org/wiki/Hagahai_language,,,,"['Madang', ' – Upper Yuat\n', 'Upper Yuat', 'Piawi', 'Hagahai']",,pnn,700 (2005)[1],Enga–Madang border,,
Par%C3%A1_Ar%C3%A1ra_language,pano1255,https://en.wikipedia.org/wiki/Wariapano_language,,,,"['Panoan', '\nMainline Panoan', 'Nawa', 'Chama', 'Wariapano']",,pno,,,,
Par%C3%A1_Ar%C3%A1ra_language,panc1247title  Pancanatitlekiok1239title  Kioko,https://en.wikipedia.org/wiki/Pancana_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Muna–Buton', 'Munan', 'Munic', 'Western', 'Pancana']",,Either:titlepnptitle – Pancanatitleuestitle – Kioko,"(7,000 cited 1991–2005)[1]",Buton Island,,
Par%C3%A1_Ar%C3%A1ra_language,pana1295,https://en.wikipedia.org/wiki/Pana_language_(Gur),,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gur', 'Southern', 'Gurunsi', 'Northern', 'Pana']",,pnq,"(8,000 cited 1982–1998)[1]","Burkina, Mali",,
Par%C3%A1_Ar%C3%A1ra_language,pani1258,https://en.wikipedia.org/wiki/Panim_language,,,,"['Trans–New Guinea', 'Madang', 'Croisilles', ' ', 'linkage', 'Mabuso', '?', 'Gum', 'Panim']",,pnr,12 (2019)[1],Madang Province,,
Par%C3%A1_Ar%C3%A1ra_language,pono1240,https://en.wikipedia.org/wiki/Ponosakan_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Philippine languages', 'Greater Central Philippine', 'Gorontalo–Mongondow', 'Mongondowic', 'Ponosakan']",,pns,4 (2014)[1],North Sulawesi,,
Par%C3%A1_Ar%C3%A1ra_language,pont1253,https://en.wikipedia.org/wiki/Pontic_Greek,,,,"['Indo-European', 'Hellenic', 'Attic', '–', 'Ionic', 'Pontic Greek']","['Mariupol Greek', '(?), Ophitic dialect (', 'Oflídika', ')', '[2]']",pnt,"778,000 (2009–2015)[1]","originally the Pontus on the Black Sea coast; Greece, Russia, Georgia, and Turkey",,
Par%C3%A1_Ar%C3%A1ra_language,jion1236,https://en.wikipedia.org/wiki/Kiong_Nai_language,,,,"['Hmong–Mien', 'Hmongic', 'Sheic', 'Kiong Nai–', 'She', '?', '[2]', '[3]', 'Kiong Nai']",,pnu,"(1,100 cited 1999)[1]","Jinxiu County, Guangxi",,
Par%C3%A1_Ar%C3%A1ra_language,pany1241,https://en.wikipedia.org/wiki/Panyjima_language,,,,"['Pama–Nyungan', 'Ngayarda', 'Banyjima']","['Pantikura', 'Mitjaranjpa']",pnw,140 (2021 census)[1],Pilbara region of Western Australia,,
Par%C3%A1_Ar%C3%A1ra_language,phon1246,https://en.wikipedia.org/wiki/Kniang_language,,,,"['Austroasiatic', 'Khmuic', 'Xinh Mul', '?', 'Phong']",,pnx,"30,700 (2018)[1]",Southern Houaphanh Province,,
Par%C3%A1_Ar%C3%A1ra_language,piny1238,https://en.wikipedia.org/wiki/Pinyin_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Grassfields', 'Eastern Grassfields', 'Mbam-Nkam', 'Ngemba', 'Pinyin']",,pny,"25,000 (2001)[1]","Northwest Region, Cameroon",,
Par%C3%A1_Ar%C3%A1ra_language,pana1293,https://en.wikipedia.org/wiki/Pana_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Mbum–Day', 'Mbum', 'Central Mbum', 'Karang', 'Pana']","['Pana', '? Pondo', '? Gonge']",pnz,"(86,000 cited 1996–2000)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,poqo1253,https://en.wikipedia.org/wiki/Poqomam_language,,,,"['Mayan', '\nCore Mayan', 'Quichean–Mamean', 'Greater Quichean', 'Pocom', 'Poqomam']",,poc,"11,000 (2019 census)[1]",Alta Verapaz,, Guatemala
Par%C3%A1_Ar%C3%A1ra_language,poke1238,https://en.wikipedia.org/wiki/Poke_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', ' (', 'Zone C', ')', 'Soko–Kele', 'Poke']",,pof,"(130,000 cited 1984)[1]",Isangi Territory,,
Par%C3%A1_Ar%C3%A1ra_language,(insufficiently attested or not a distinct language)titlepoti1237,https://en.wikipedia.org/wiki/Potiguara_language,,,,"['Tupian', 'Tupí–Guarani', 'Tupi languages', 'Tupí', 'Potiguara']",,pog,,,,
Par%C3%A1_Ar%C3%A1ra_language,poqo1254,https://en.wikipedia.org/wiki/Poqomchi%CA%BC_language,,,,"['Mayan', '\nQuichean–Mamean', 'Greater Quichean', 'Poqom', 'Poqomchiʼ']",,poh,"130,000 (2019 census)[1]40,000 monolinguals (2017)[1]",Baja Verapaz,,
Par%C3%A1_Ar%C3%A1ra_language,high1276,https://en.wikipedia.org/wiki/Sierra_Popoluca,,,,"['Mixe–Zoquean', 'Zoquean', 'Gulf Zoquean', 'Sierra Popoluca']",,poi,"36,000 (2020 census)[1]",Veracruz,,
Par%C3%A1_Ar%C3%A1ra_language,poli1260,https://en.wikipedia.org/wiki/Polish_language,,,,"['Indo-European', 'Balto-Slavic', 'Slavic', 'West Slavic', 'Lechitic', 'Polish']","['Chełmnian–Kocievian–Warmian', 'Greater Poland', 'Lesser Poland', 'Masovian', 'Masurian', 'New mixed dialects', 'Northern Borderlands', 'Silesian', '[a]', 'Southern Borderlands', 'Podhale', 'Warmian']",pol,"L1: 40 million (2012)[1]L2: 670,000 (2012)[1]Total: 41 million[1]",,PolandEuropean Union,Bosnia and Herzegovina[2]Brazil[3]Czech Republic[2]Hungary[4]Lithuania[5][6]Romania[7]Slovakia[2]Ukraine[2][8]
Par%C3%A1_Ar%C3%A1ra_language,sout2982,https://en.wikipedia.org/wiki/Southeastern_Pomo_language,,,,"['Pomoan', 'Southeastern Pomo']",,pom,7 (2013)[1],Northern California,,
Par%C3%A1_Ar%C3%A1ra_language,pohn1238,https://en.wikipedia.org/wiki/Pohnpeian_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Micronesian', 'Nuclear Micronesian', 'Chuukic–Pohnpeic', 'Pohnpeic', 'Pohnpeian']",['Kitti'],pon,"29,000 (2001)[1]",Pohnpei,,
Par%C3%A1_Ar%C3%A1ra_language,cent2138,https://en.wikipedia.org/wiki/Central_Pomo_language,,,,"['Hokan', '?\n', 'Pomoan', 'Western', 'Southern', 'Central Pomo']",,poo,,Northern California,,
Par%C3%A1_Ar%C3%A1ra_language,pwap1237,https://en.wikipedia.org/wiki/Pwapw%C3%A2_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'New Caledonian', 'Northern New Caledonian', 'North Northern', '?', 'Pwapwa']",,pop,40 (2006 census)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,texi1237,https://en.wikipedia.org/wiki/Texistepec_language,,,,"['Mixe–Zoquean', 'Zoquean', 'Gulf Zoquean', 'Texistepec']",,poq,1 (2018)[1]to 370 (2020 census)[2],Vera Cruz,,
Par%C3%A1_Ar%C3%A1ra_language,port1283,https://en.wikipedia.org/wiki/Portuguese_language,,,,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo', '-', 'Iberian', 'Iberian Romance', 'West Iberian', 'Galician–Portuguese', 'Portuguese']",,por,Native: 230 million (2012–2020)[1]L2: 25 million (2018–2020)[1]Total: 260 million[1],,"
9 countries
 Angola
 Brazil
 Cape Verde
 East Timor
 Equatorial Guinea[2]
 Guinea-Bissau
 Mozambique
 Portugal
 São Tomé and Príncipe



1 dependency
 Macau (China)
               
","
Cultural language
Uruguay[3][4][5]
 Romania
 Spain (Galician language)
South Africa
Numerous international organizations
"
Par%C3%A1_Ar%C3%A1ra_language,sayu1241,https://en.wikipedia.org/wiki/Sayula_Popoluca,,,,"['Mixe–Zoque', 'Mixean', 'Sayula Popoluca']",,pos,"4,800 (2020 census)[1]",Veracruz,,
Par%C3%A1_Ar%C3%A1ra_language,pota1247,https://en.wikipedia.org/wiki/Potawatomi_language,,,,"['Algic', 'Algonquian', 'Ojibwe', '–Potawatomi', 'Potawatomi']",,pot,,"Michigan, Oklahoma, Indiana, Wisconsin, Kansas, and southern Ontario, formerly Northeastern Illinois",,
Par%C3%A1_Ar%C3%A1ra_language,uppe1455,https://en.wikipedia.org/wiki/Guinea-Bissau_Creole,,,,"['Portuguese Creole', '\nAfro-Portuguese Creole', 'Upper Guinea Creole', 'Guinea-Bissau Creole']",,pov,"L1: 350,000 (2013–2022)[1]L2: 1.5 million (2013–2022)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pola1255,https://en.wikipedia.org/wiki/Polabian_language,,,,"['Indo-European', 'Balto-Slavic', 'Slavic', 'West Slavic', 'Lechitic', '[3]', 'West Lechitic', '[4]', 'Polabian']",,pox,,,,
Par%C3%A1_Ar%C3%A1ra_language,pogo1243,https://en.wikipedia.org/wiki/Pogolo_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Kilombero', 'Pogolo']",,poy,"(180,000 cited 1987)[1]",Morogoro,,
Par%C3%A1_Ar%C3%A1ra_language,papi1255,https://en.wikipedia.org/wiki/Papi_language,,,,"['Sepik', 'Leonhard Schultze', 'Papi–Asaba', 'Papi']",,ppe,220 (2011)[1],East Sepik Province,,
Par%C3%A1_Ar%C3%A1ra_language,paip1241,https://en.wikipedia.org/wiki/Paipai_language,,,,"['Yuman', '\nCore Yuman', 'Pai\xa0?', 'Paipai']",,ppi,230 (2020 census)[1],Mexico,,
Par%C3%A1_Ar%C3%A1ra_language,umaa1242,https://en.wikipedia.org/wiki/Uma_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Kaili–Pamona', 'Southern', 'Uma']",,ppk,"(20,000 cited 1990)[1]",Sulawesi,,
Par%C3%A1_Ar%C3%A1ra_language,pipi1250,https://en.wikipedia.org/wiki/Nawat_language,,,,"['Uto-Aztecan', 'Southern Uto-Aztecan', 'Aztecan (Nahuan)', 'General Aztec', 'Eastern', 'Nawat']",,ppl,500 (2015)[4],"Sonsonate, Ahuachapán, La Libertad, San Salvador, Escuintla, Rivas, Chinandega, Jinotega, Nueva Segovia, Matagalpa, Guanacaste, Olancho",,
Par%C3%A1_Ar%C3%A1ra_language,papu1251,https://en.wikipedia.org/wiki/Papuma_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern Malayo-Polynesian', 'Eastern Malayo-Polynesian', 'South Halmahera–West New Guinea', 'Cenderawasih Bay', 'Yapen', 'Central–Western', 'Papuma']",,ppm,(600 cited 1982)[1],Serui Island,,
Par%C3%A1_Ar%C3%A1ra_language,papa1265,https://en.wikipedia.org/wiki/Papapana_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', 'Northwest Solomonic', 'Nehan–Bougainville', 'Papapana']",,ppn,120 (2000)[1],Bougainville,,
