,lang,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang
1168,Arabic,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Arabic']","['Egyptian', 'Sudanese', 'Levantine', 'Maghrebi', 'Mesopotamian', 'Peninsular', 'Central Asian', 'Chadian', 'Shirvani', ' ', '†', 'Siculo-Arabic', ' ', '†', 'Andalusi', ' ', '†', 'Cypriot', 'Saʽidi', 'Judeo-Arabic']",ara – inclusive codeIndividual codes:arq – Algerian Arabicxaa – Andalusi Arabicabv – Bahrani Arabicavl – Bedawi Arabicshu – Chadian Arabicacy – Cypriot Arabicadf – Dhofari Arabicarz – Egyptian Arabicacm – Gelet Iraqi Arabicafb – Gulf Arabicayh – Hadhrami Arabicmey – Hassaniya Arabicacw – Hejazi Arabicapc – Levantine Arabicayl – Libyan Arabicary – Moroccan Arabicars – Najdi Arabicacx – Omani Arabicayp – Qeltu Iraqi Arabicaao – Saharan Arabicaec – Saʽidi Arabicayn – Sanʽani Arabicssh – Shihhi Arabicsqr – Siculo-Arabicarb – Standard Arabicapd – Sudanese Arabicacq – Taʽizzi-Adeni Arabicabh – Tajiki Arabicaeb – Tunisian Arabicauz – Uzbeki Arabic,380 million native speakers of all varieties (2024)[1]330 million L2 users of Modern Standard Arabic (2023)[2],,"
27 states and territories
Algeria
Bahrain
Chad
Comoros
Djibouti
Egypt
Eritrea[4]
Iraq
Jordan
Kuwait
Lebanon
Libya
Mauritania
Morocco
Oman
Palestine
Qatar
Saudi Arabia
Somalia
Sudan
Syria
Tunisia
United Arab Emirates
Yemen
Zanzibar (Tanzania)
Sahrawi Arab Democratic Republic (partially recognized state)
Somaliland (unrecognized state)



International Organizations
African Union
Arab League
Organisation of Islamic Cooperation
United Nations



Special status in Constitution
Iran[a]
Pakistan[b]

","
List
Cyprus[7]
Israel[8]
Mali[9]
Niger[10]
Philippines[11]
Senegal[12]
South Africa[13]

"
1169,San_Salvador,,,,,,,
1170,Houa%C3%AFlou,,,,,,,
1171,Amo_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'East Kainji', 'Map']",,amo,"12,000 (2000)[1]",Plateau and Kaduna and Kano states,,
1172,Uttarakhand,,,,,North India,,
1173,Arvanitika,"['Indo-European', 'Albanian', 'Tosk', 'Arvanitika']","['Viotia Arvanitika', 'Attiki Arvanitika', 'Salamina Arvanitika', 'Evia Arvanitika']",aat,"50,000 (2007)[3](may be republished older data)","Attica, Boeotia, South Euboea, Saronic Islands; Western Thrace; Peloponnese; some villages in NW of Greece; N of island of Andros; more than 500 villages in total[1]",,
1174,C%C3%B4te_d%27Ivoire,,,,,,,
1175,Oromia_Region,,,,,,,
1176,Tuareg_language,,,tmh,2.8 million (2020–2022)[1],,,
1177,Hakka_Chinese,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Hakka']","['Meixian', 'Wuhua', 'Tingzhou', 'Taiwanese', 'Huizhou', ' (?)']",hak,44 million (2022)[1],"South and southwestern China centered on Guangdong, the New Territories in Hong Kong, Malaysia, Chợ Lớn in Vietnam, and Bangka Belitung and West Kalimantan in Indonesia", Taiwan[a], China Thailand
1178,South_Asia,,,,,,,
1179,The_Gambia,,,,,,,
1180,Buhid_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Greater Central Philippine', 'South Mangyan', 'Buhid']",,bku,"12,000 (2010)[1]",Mimaropa,,
1181,Even_language,"['Tungusic', '\nNorthern', 'Even']",,eve,"5,700 (2010 census)[1]",Russian Far East,,
1182,Kingdom_of_Denmark,,,,,,,
1183,Indonesia,,,,,,,
1184,Songkhla_Province,,,,,,,
1185,Aari_language,"['Afro-Asiatic', 'Omotic', 'South', 'Aari']",,aiw,"290,000 (2007)[1]",north central Omo Region,,
1186,Gurung_language,"['Sino-Tibetan', 'Tamangic', 'Gurung']",,gvr,"330,000 (2021 census)[1]",," India
Sikkim (additional)[2]
",
1187,Rakhine_State,,,,,West coastal,,
1188,Belgium,,,,,,,
1189,Atikamekw_language,"['Algic', 'Algonquian', 'Cree', '-', 'Montagnais', '-', 'Naskapi', '[2]', 'Atikamekw']",,atj,"6,200 (2016 census)[1]",Quebec,,
1190,Brittany,,,,,,,
1191,Iraq,,,,,,,
1192,Quebec,,,,,,,
1193,Uganda,,,,,,,
1194,Malayalam,"['Dravidian', 'Southern', '[4]', 'Tamil–Kannada', 'Tamil–Kodagu', 'Tamil–Malayalam', 'Malayalam languages', 'Malayalam']","['Jeseri', ' (', 'Lakshadweep', '), ', 'Arabi Malayalam', ', ', 'Suriyani', ', ', 'Judeo-Malayalam', ', ', 'Beary', ', ', 'Paniya', ', ', 'Ravula', ', ', 'Aranadan', ', ', 'Kadar', ', ', 'Malapandaram', ', ', 'Malaryan', ', ', 'Malavedan', ', ', 'Mannan', ', ', 'Paliyan', ', ', 'Mullu Kurumba', ', ', 'Malankuravan', ' and ', 'Kakkala']",mal,"L1: 37 million (2011)[1][2][3]L2: 710,000[2]","Kerala with border communities in the Kanyakumari district of Tamil Nadu, Lakshadweep and Mahé (Puducherry)"," India
Kerala[5]
Lakshadweep
Puducherry (Mahé)
",
1195,Canichana_language,"['Tequiraca–Canichana', '?\n', 'Canichana']",,caz,,Beni Department, Bolivia,
1196,Yunnan_Province,,,,,,,
1197,Hmong_language,"['Hmong–Mien', 'Hmongic', 'Core Hmongic', 'West Hmongic', 'Chuanqiandian cluster', 'Hmong']",,"hmn – inclusive code for the Hmong/Mong macrolanguage (China, Laos), including all Core Hmongic languages, except hmf and hmvIndividual codes:cqd – Chuanqiandian Cluster Miao (cover term for Hmong in China)hea – Northern Qiandong Miaohma – Southern Mashan Hmonghmc – Central Huishui Hmonghmd – Large Flowery Miaohme – Eastern Huishui Hmonghmf – Hmong Don (Vietnam)hmg – Southwestern Guiyang Hmonghmh – Southwestern Huishui Hmonghmi – Northern Huishui Hmonghmj – Gehml – Luopohe Hmonghmm – Central Mashan Hmonghmp – Northern Mashan Hmonghmq – Eastern Qiandong Miaohms – Southern Qiandong Miaohmv – Hmong Dô (Vietnam)hmw – Western Mashan Hmonghmy – Southern Guiyang Hmonghmz – Hmong Shua (Sinicized Miao)hnj – Mong Njua/Mong Leng (China, Laos), Blue/Green Hmong (United States)hrm – A-Hmo, Horned Miao (China)huj – Northern Guiyang Hmongmmr – Western Xiangxi Miaomuq – Eastern Xiangxi Miaomww – Hmong Daw (China, Laos), White Hmong (United States)sfm – Small Flowery Miao",(8.1 million cited 1995–2004)[1],,, China  Laos   Myanmar   Vietnam   Thailand
1198,French_Community_of_Belgium,,,,,,,
1199,Assiniboine_language,"['Siouan', 'Western Siouan', ' (Core)', 'Mississippi Valley Siouan', 'Dakotan', 'Assiniboine']",,asb,"150, 4.3% of ethnic population (2007)[1]","Saskatchewan, Canada
Montana, United States",,
1200,Galicia_(Spain),,,,,,,
1201,Chiriqu%C3%AD_Province,,,,,,,
1202,Khowar_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Chitrali', 'Khowar']",,khw,"580,000 (2020)[1]",Chitral District,,
1203,Tagbanwa_alphabet,,,,,Palawan Island,,
1204,Leonese_language,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western', 'Ibero-Romance', 'West Iberian', 'Asturleonese', 'Leonese']",,ast,"20,000–50,000 (2008)[6][7]","Provinces of León (north and west), Zamora (north-west) in Castilla y León, in Spain,[1][2][3] and the towns of Rionor and Guadramil in northeastern Portugal;[4][5] Mirandese dialect in Portugal.","As of 2010, has special status in the Spanish autonomous community of Castile and León",
1205,South_Ossetia,,,,,,,
1206,Kingdom_of_Sweden,,,,,,,
1207,Paratio_language,"['Xukuruan', '?']",,None (mis),,Brazil,,
1208,Kurdish_languages,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western', 'Northwestern', 'Kurdish']","['Northern Kurdish', ' ', '(Kurmanji)', 'Central Kurdish', ' ', '(Sorani)', 'Southern Kurdish', ' ', '(Xwarîn, Palewani)', 'Laki', '[2]']",kur – inclusive codeIndividual codes:kmr – Northern Kurdishckb – Central Kurdishsdh – Southern Kurdishlki – Laki Kurdish,26 million (2020–2022)[1],"Kurdistan, Anatolia, Caucasus, Khorasan, Kurdish diaspora"," Iraq[6][a]
 Kurdistan Region[7]
 Rojava[8][9]", Armenia[10]
1209,Arapaho_language,"['Algic', 'Algonquian', 'Arapahoan', 'Arapaho']",['Besawunena'],arp,"1,100 (2015)[1]","Wind River Indian Reservation, Wyoming; Oklahoma",,
1210,Republic_of_Uzbekistan,,,,,,,
1211,Anfillo,"['Afro-Asiatic', 'Omotic', 'North Omotic', 'Gonga', 'Anfillo']",,myo,(500 cited 1990)[1],Ethiopia,,
1212,Guyana,,,,,,,
1213,Rohingya_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Eastern', 'Bengali–Assamese', 'Rohingya']",,rhg,2.5 million (2017)[1],Rakhine State (Myanmar) and southeastern Chittagong Division (Bangladesh),,
1214,Oirata_language,"['Trans–New Guinea', '\xa0?\n', 'West Bomberai', '\xa0?', 'Timor–Alor–Pantar', 'Eastern Timor', 'Oirata–Fataluku', 'Oirata']",,oia,"(1,200 cited 1987)[1]","Maluku Islands (Kisar, Ambon)",,
1215,Taiwan,,,,,,,
1216,Shan_language,"['Kra–Dai', 'Tai', 'Southwestern', 'Northwestern (Shan)', 'Shan']","['Standard (Eastern)', 'Khün', 'Tai Nuea', 'Khamti', 'Tai Laing', 'Aiton', 'Phake', 'Khamyang', 'Turung']",shn,4.7 million (2017)[1],Shan State,, Myanmar
1217,Abenaki_language,"['Algic', 'Algonquian', 'Eastern Algonquian', 'Abenaki']",,Either:aaq – Eastern Abenakiabe – Western Abenaki,14 Western Abenaki (2007–2012)[2]Last fluent speaker of Eastern Abenaki died in 1993.[2],"Quebec, New Brunswick, Maine, Vermont, New Hampshire",,
1218,Russian_Federation,,,,,,,
1219,Batanes,,,,,Cagayan Valley,,
1220,Hill_Mari,"['Uralic', 'Mari', 'Western Mari', 'Hill Mari']",,mrj,"30,000 (2012)[1]","Mari El (Gornomariysky, Yurinsky, Kilemarsky districts)", Russia Mari El,
1221,Central_Asia,,,,,,,
1222,Greater_Tibet,,,,,,,
1223,Ainu_language,"['Ainu', '\nHokkaido–', 'Kuril', ' Ainu', 'Hokkaido Ainu']",,ain,5+ (2008)[2],Hokkaido,,
1224,Basque_language,['Language isolate'],"['Biscayan', 'Gipuzkoan', 'Upper Navarrese', 'Navarro-Lapurdian', 'Eastern Navarrese', ' ', '†', 'Souletin (Zuberoan)', 'Alavese', ' ', '†', 'Salazarese', ' ', '†']",eus,"750,000 (2016)[1]434,000 passive speakers[1] and 6,000 monoglots[2][3]",Basque Country,"Spain
Basque Autonomous Community
Navarre (co-official in the Basque-speaking area of Navarre)
","France
Pyrénées-Atlantiques, Nouvelle-Aquitaine
"
1225,Wallonia,,,,,,,
1226,Republic_of_India,,,,,,,
1227,Siberia,,,,,,,
1228,Saint_Vincent_and_the_Grenadines,,,,,,,
1229,Chittagong_Hill_Tracts,,,,,,,
1230,Guinea-Bissau,,,,,,,
1231,Guinea,,,,,,,
1232,Australia,,,,,,,
1233,Calabria,,,,,,,
1234,Betawi_language,"['Malay-based creole', 'Betawi']","['Bekasi', 'Cikarang', 'Depok', 'Parung', 'Serpong', 'Tangerang']",bew,5 million (2000 census)[1],JakartaWest JavaBantenCocos (Keeling) Islands,,
1235,Bantu_languages,,,,,,,
1236,Adangme,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Kwa', 'Ga-Dangme', 'Dangbe']",,ada,"1,020,000 (2013)[1]","South-eastern Ghana, east of Accra",Ghana,
1237,S%C3%A1mi_languages,"['Uralic', 'Finno-Permic', '?', 'Finno-Samic', '?', 'Sámi']",,Variously:sma – Southernsju – Umesje – Pitesmj – Lulesme – Northernsjk – Kemismn – Inarisms – Skoltsia – Akkalasjd – Kildinsjt – Ter,"(30,000 cited 1992–2013)[1]",Sápmi,Norway;[2][3] recognized as a minority language in several municipalities of Finland and Sweden.,
1238,Tsez_language,"['Northeast Caucasian', 'Tsezic', 'Tsez–Hinukh', 'Tsez']",,ddo,"13,000 (2010 census)[1]",Southern Dagestan,,
1239,Tai_Tham_alphabet,,,,,,,
1240,Dzongkha,"['Sino-Tibetan', 'Tibeto-Burman', 'Tibeto-Kanauri', ' (?)', 'Bodish', 'Tibetic', 'Dzongkha–Lhokä', 'Dzongkha']","['Laya', 'Lunana', 'Adap']",dzo – inclusive codeIndividual codes:lya – Layaluk – Lunana,"171,080 (2013)[1]Total speakers: 640,000[2]",, Bhutan,
1241,Barak_Valley,,,,,North Eastern Region (NER),,
1242,Dair_language,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', 'Northern Eastern', 'Nubian', 'Hill Nubian', 'Unclassified', 'Dair']",,drb,"(1,000 cited 1978)[1]",Nuba Mountains,,
1243,Carrier_language,"['Dené–Yeniseian', '?\n', 'Na-Dené', 'Athabaskan', 'Northern Athabaskan', 'Dakelh']","['Southern', ""Nak'albun/Dzinghubun""]",Either:crx – Carriercaf – Southern Carrier,"1,270 (2016 census)[1]",Central Interior of British Columbia,,
1244,Pite_S%C3%A1mi,"['Uralic', 'Sámi', 'Western', 'Pite Sámi']",,sje,25 to 50 (2010)[1],,,
1245,Spain,,,,,,,
1246,Chittagonian_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Eastern', 'Bengali–Assamese', 'Gauda–Bangla', 'Southeastern Bengali', 'Chittagonian']",,ctg,13 million (2006)[5]to 16 million (2007)[6],Chittagong region,,
1247,Dari_language_(Zoroastrian),"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western', 'Northwestern II', 'Tatic', 'Kermanic/Central Plateau', 'Southeastern', 'Dari']",,gbz,"(8,000 cited 1999)[1]",Yazd and Kerman,,
1248,Cherokee_language,"['Iroquoian', '\nSouthern Iroquoian', 'Cherokee']",,chr,1520 to ~2100 (2018 and 2019)[4][5],"Eastern Oklahoma; Great Smoky Mountains[1] and Qualla Boundary in North Carolina.[2] Also in Arkansas,[3] and Cherokee community in California.","Eastern Band of Cherokee Indians in North Carolina,Cherokee Nation[6][7][8][9] of Oklahoma",
1249,Pahari_languages,,,,,,,
1250,Latvian_language,"['Indo-European', 'Balto-Slavic', 'Baltic', 'East Baltic', 'Latvian']",,lav – inclusive codeIndividual codes:lvs – Standard Latvian languageltg – Latgalian language,1.5 million[2] (2023),Baltic, Latvia European Union,
1251,Hong_Kong_Special_Administration_Region,,,,,,,
1252,Tripura,,,,,Northeast India,,
1253,State_of_Eritrea,,,,,,,
1254,Kyrgyzstan,,,,,,,
1255,Ume_S%C3%A1mi,"['Uralic', 'Sámi', 'Western', 'Ume Sámi']",,sju,100 (2000)[1],,,
1256,Autonomous_communities_of_Spain,,,,,,,
1257,Anhui,,,,,,,
1258,Khabarovsk_Krai,,,,,,,
1259,Yamalo-Nenets_Autonomous_Okrug,,,,,,,
1260,Republic_of_the_Maldives,,,,,,,
1261,Old_English,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Anglo-Frisian', 'Anglic', 'Old English']","['Kentish', 'Mercian', 'Northumbrian', 'West Saxon']",ang,,"England (except Cornwall and the extreme north-west), southern and eastern Scotland, and some localities in the eastern fringes of modern Wales",,
1262,Nunatsiavut,,,,,,,
1263,Jersey,,,,,,,
1264,Singapore,,,,,,,
1265,Telangana,,,,,South India,,
1266,Pashto,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Eastern Iranian', 'Pashto']",['Pashto dialects'],"pus – inclusive code – Pashto, PushtoIndividual codes:pst – Central Pashtopbu – Northern Pashtopbt – Southern Pashtowne – Wanetsi",L1: 44 million (2017–2021)[1]L2: 4.9 million (2022)[1],, Afghanistan Pakistan Khyber Pakhtunkhwa[a], Pakistan[3] Balochistan
1267,Cheyenne_language,"['Algic', 'Algonquian', 'Cheyenne']",,chy,380 (2020)[1],Montana and Oklahoma,,
1268,Autonomous_Republic_of_Crimea,,,,,,,
1269,Denmark,,,,,,,
1270,Trongsa_District,,,,,,,
1271,Balinese_language,"['Austronesian', 'Malayo-Polynesian', 'Malayo-Sumbawan', ' (?)', 'Bali–Sasak–Sumbawa', 'Balinese']","['Highland Bali', 'Lowland Bali', 'Nusa Penida', '[2]']",ban,3.3 million (2000 census)[1],"Bali, Nusa Penida, Nusa Lembongan, Nusa Ceningan, Serangan, Lombok, Java",,
1272,Regions_of_Slovenia,,,,,,,
1273,Fala_language,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western', 'Ibero-Romance', 'West Iberian', 'Galician-Portuguese', 'Fala']",,fax,"(11,000 cited 1994)[1]",NW Extremadura,,
1274,Sapudi_Island,,,,,,,
1275,Bolivia,,,,,,,
1276,Districts_of_Pakistan,,,,,,,
1277,Georgian_language,"['Kartvelian', 'Karto-Zan', 'Georgian']",['Georgian dialects'],kat,4 million (2023)[1],South Caucasus, Georgia,
1278,Cayuga_language,"['Iroquoian', '\nNorthern', 'Lake Iroquoian', 'Five Nations', 'Cayuga']",,cay,<55 in Canada (2016 census)[1],Ontario: Six Nations of the Grand River First Nation; New York (state): Cattaraugus Reservation,,
1279,Anglo-Saxon_England,,,,,,,
1280,Balearic_Islands,,,,,,,
1281,%27Phags-pa_script,,,,,,,
1282,Kumyk_language,"['Turkic', 'Common Turkic', 'Kypchak', 'Kypchak–Cuman', 'Kumyk']",,kum,"450,000 (2010 census)[1]","Dagestan, Chechnya, North Ossetia",Dagestan (Russia),
1283,Hawaiian_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Eastern Polynesian', 'Marquesic', 'Hawaiian']","['Standard Hawaiian', 'Niʻihau dialect', 'Other dialects']",haw,"Native: 2,000
2nd: 22,000 - 24,000 [2] [3]

Used at Home: 18,000 [4] (2007)[5]",Hawaiʻi (Niʻihau)[1]," United States
 Hawaii
",
1284,Nihali_language,['Language isolate'],,nll,"2,500 (2016)[1]","Jalgaon Jamod, on the border of Maharashtra and Madhya Pradesh",,
1285,Tanzania,,,,,,,
1286,Dutton_World_Speedwords,,,,,,,
1287,Grand_Duchy_of_Lithuania,,,,,,,
1288,Norway,,,,,,,
1289,Guatemala,,,,,,,
1290,Ontong_Java_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Ellicean', 'Ontong Java']",,ojv,"(2,400 cited 1999)[1]",Ontong Java Atoll,,
1291,Dadra_and_Nagar_Haveli,,,,,,,
1292,Democratic_Republic_of_Nepal,,,,,,,
1293,Yakutia,,,,,,,
1294,United_States,,,,,,,
1295,Arikara_language,"['Caddoan', '\nNorthern', 'Pawnee–', 'Kitsai', 'Pawnee', '–Arikara', 'Arikara']",,ari,10 (2007)[2],North-central North Dakota,,
1296,Irish_language,"['Indo-European', 'Celtic', 'Insular Celtic', 'Goidelic', 'Irish']","['Connacht Irish', 'Leinster Irish ', '†', 'Munster Irish', 'Newfoundland', ' ', '†', 'Ulster Irish']",gle,"L1: unknownPeople aged 3+ stating they could speak Irish ""very well"":(ROI, 2022) 195,029Daily users outside education system:(ROI, 2022) 71,968(NI, 2021) 43,557L2: unknownPeople aged 3+ stating they could speak Irish:(ROI, 2022) 1,873,997(NI, 2021) 228,600",Ireland,Ireland[a]Northern Ireland[2]European Union,
1297,Bassa_people_(Liberia),,,,,,,
1298,Faroese_language,"['Indo-European', 'Germanic', 'North Germanic', 'West Scandinavian', 'Insular Scandinavian', 'Faroese']",,fao,"69,000 (2015)[1]",,Faroe Islands,Denmark
1299,Galician_language,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Ibero-Romance', 'West Iberian', 'Galician-Portuguese', 'Galician']",,glg,2.4 million (2012)[1]58% of the population of Galicia (c. 1.56 million) are L1 speakers (2007)[2],Galicia and adjacent areas in Asturias and Castile and León,"Spain
Galicia
","El Bierzo (Castile and León, Spain)"
1300,Dagestan,,,,,,,
1301,Union_Territory,,,,,,,
1302,Comanche_language,"['Uto-Aztecan', 'Numic', 'Central Numic', 'Comanche']",,com,<9 (2022)[1],"Oklahoma (formerly, Texas, New Mexico, Kansas, Colorado, Oklahoma)",,
1303,Chukchi_language,"['Chukotko-Kamchatkan', 'Chukotkan', 'Chukchi']",,ckt,"8,526, 52.6% of ethnic population (2020 census)[2]",Chukotka Autonomous Okrug,,
1304,Overseas_France,,,,,,,
1305,Arb%C3%ABresh_language,"['Indo-European', 'Albanian', 'Tosk', 'Arbëresh']","['Vaccarizzo Albanian', 'Palermitan Albanian\n', '\nCalabrian Albanian']",aae,"70,000-100,000[1]","Abruzzo, Apulia, Basilicata, Calabria, Campania, Molise, Sicily",,
1306,Guangdong_Province,,,,,,,
1307,English_language,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Anglo-Frisian', 'Anglic', 'English']",,eng,L1: 380 million (2021)[2]L2: 1.077 billion (2021)[3]Total: 1.457 billion,,"
58 countries
31 non-sovereign entities

Various organisations

United Nations
European Union
Commonwealth of Nations
Council of Europe
ICC
IMF
IOC
ISO
NATO
WTO
NAFTA
OAS
OECD
OIC
OPEC
GUAM Organization for Democracy and Economic Development
PIF
UKUSA Agreement
ASEAN
ASEAN Economic Community
SAARC
Caribbean Community
Organization of Turkic States
Türksoy
ECO


","
Malaysia
Sri Lanka
"
1308,Arin_language,"['Dené–Yeniseian', '?\n', 'Yeniseian', 'Southern Yeniseian', 'Arin–', 'Pumpokol', 'Arin']",,xrn,,Yenisei River,,
1309,Tausug_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Greater Central Philippine', 'Central Philippine', 'Bisayan', 'Southern Bisayan', 'Butuan', '–Tausug', 'Tausūg']",,tsg,1.2 million (2010)[1][needs update],"— Spoken throughout the Sulu Archipelago (Basilan and Tawi-Tawi), southern Palawan and eastern Sabah— Also spoken in Zamboanga City and Zamboanga Peninsula",Regional language in the Philippines,
1310,E_language,"['mixed', ' ', 'Tai', '–', 'Pinghua']",,eee,"5,000 (2016)[1]","Guangxi, China",,
1311,Aklanon_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bisayan', 'Western Bisayan', 'Aklanon']","['Aklanon, Malaynon']",Either:akl – Aklanon [2]mlz – Malaynon,"560,000 (2010)[1][needs update]","Aklan, northwestern Capiz, northern Antique, and southern Romblon",Regional language in the Philippines,
1312,Puducherry_(union_territory),,,,,South India,,
1313,Rwanda,,,,,,,
1314,Jakarta,,,,,Java,,
1315,Chin_State,,,,,Western Myanmar,,
1316,Low_Prussian_dialect,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Low German', 'Low Prussian']",['Plautdietsch'],nds  for Low German,,"
West and East Prussia
Free City of Danzig
",,
1317,Cham_language,"['Austronesian', 'Malayo-Polynesian', 'Chamic', 'Coastal', 'Cham']","['Western Cham (245,000)', '[2]', 'Eastern Cham (180,000)', '[3]']",Either:cja – Western Chamcjm – Eastern Cham,"490,000 (2019)[1]",Mainland Southeast Asia,, Vietnam Cambodia
1318,Kerala,,,,,South India,,
1319,Kosraean_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Micronesian', 'Micronesian Proper', 'Nuclear Micronesian', 'Kosraean']",,kos,"9,000 (2001)[1]",Kosrae,Federated States of Micronesia,
1320,Ghanzi_District,,,,,,,
1321,Africa,,,,,,,
1322,Saterland_Frisian_language,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Anglo-Frisian', 'Frisian', 'East Frisian', 'Saterland Frisian']",,stq,"2,000 (2015)[1]",Saterland,,Germany
1323,Tai_N%C3%BCa_language,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', 'Northwestern', 'Tai Nuea']",,tdd,"(720,000 cited 1983–2007)[1]",Southwest China,"China (Dehong, co-official)",
